date,time,city,temperature,humidity,wind_speed,pressure,rainfall,uv_index,air_quality
2025-04-13,04:00,Delhi,26.5,44,11.3,1015.0,0.0,0,169
2025-04-13,05:00,Bangalore,27.9,64,5.5,1017.1,0.0,0,73
2025-04-13,06:00,Chennai,32.2,64,11.5,1017.6,0.0,0,63
2025-04-13,07:00,Hyderabad,33.5,49,9.4,1011.0,0.0,0,98
2025-04-13,08:00,Mumbai,33.0,59,7.5,1011.3,0.0,3,120
2025-04-13,09:00,Delhi,31.5,52,8.8,1009.5,0.0,6,172
2025-04-13,10:00,Bangalore,30.6,57,6.6,1019.0,0.0,6,76
2025-04-13,11:00,Chennai,35.8,65,11.6,1009.6,0.0,8,60
2025-04-13,12:00,Hyderabad,38.0,55,13.1,1006.1,0.0,10,96
2025-04-13,13:00,Mumbai,34.3,69,7.6,1015.8,11.4,8,94
2025-04-13,14:00,Delhi,32.8,43,9.3,1013.2,0.0,6,165
2025-04-13,15:00,Bangalore,29.5,55,6.5,1012.7,0.0,4,55
2025-04-13,16:00,Chennai,32.9,71,4.5,1011.4,0.0,3,70
2025-04-13,17:00,Hyderabad,32.2,58,13.0,1012.0,0.0,1,89
2025-04-13,18:00,Mumbai,29.1,69,7.4,1015.3,0.0,0,94
2025-04-13,19:00,Delhi,24.6,44,8.1,1010.6,0.0,0,189
2025-04-13,20:00,Bangalore,22.8,65,6.6,1016.3,0.0,0,98
2025-04-13,21:00,Chennai,24.7,84,10.2,1015.2,0.0,0,83
2025-04-13,22:00,Hyderabad,28.2,56,7.4,1016.8,0.0,0,102
2025-04-13,23:00,Mumbai,25.5,76,9.0,1015.3,0.0,0,97
2025-04-14,00:00,Delhi,22.8,50,8.7,1012.4,0.0,0,145
2025-04-14,01:00,Bangalore,22.1,60,12.2,1012.7,0.0,0,71
2025-04-14,02:00,Chennai,28.7,60,6.8,1010.8,0.0,0,63
2025-04-14,03:00,Hyderabad,29.5,45,4.3,1014.1,0.0,0,88
2025-04-14,04:00,Mumbai,30.2,53,7.0,1014.3,0.0,0,67
2025-04-14,05:00,Delhi,29.2,42,11.6,1012.0,0.0,0,128
2025-04-14,06:00,Bangalore,27.1,62,16.2,1010.6,0.0,0,75
2025-04-14,07:00,Chennai,33.3,61,13.9,1014.3,0.0,2,68
2025-04-14,08:00,Hyderabad,38.0,53,10.7,1009.8,0.0,2,89
2025-04-14,09:00,Mumbai,33.7,62,11.5,1008.5,0.0,5,109
2025-04-14,10:00,Delhi,32.5,42,7.0,1014.1,0.0,6,167
2025-04-14,11:00,Bangalore,30.5,57,10.8,1012.5,0.0,8,64
2025-04-14,12:00,Chennai,37.7,67,9.2,1014.5,0.0,10,72
2025-04-14,13:00,Hyderabad,37.5,42,7.3,1011.8,0.0,9,63
2025-04-14,14:00,Mumbai,36.6,66,3.2,1008.0,0.0,6,110
2025-04-14,15:00,Delhi,30.7,44,8.5,1013.4,0.0,4,136
2025-04-14,16:00,Bangalore,29.6,54,13.4,1008.4,0.0,3,61
2025-04-14,17:00,Chennai,32.4,67,2.7,1013.8,0.0,1,75
2025-04-14,18:00,Hyderabad,33.1,58,4.3,1013.2,0.0,0,93
2025-04-14,19:00,Mumbai,27.9,68,9.6,1011.9,0.0,0,99
2025-04-14,20:00,Delhi,23.1,43,9.0,1016.7,0.0,0,156
2025-04-14,21:00,Bangalore,25.8,64,5.0,1017.7,0.0,0,52
2025-04-14,22:00,Chennai,24.5,77,5.7,1012.7,0.0,0,83
2025-04-14,23:00,Hyderabad,29.5,59,9.7,1016.6,0.0,0,77
2025-04-15,00:00,Mumbai,24.4,73,7.2,1015.4,0.0,0,92
2025-04-15,01:00,Delhi,23.1,44,8.6,1011.3,0.0,0,161
2025-04-15,02:00,Bangalore,25.1,71,9.9,1018.0,0.0,0,45
2025-04-15,03:00,Chennai,29.9,77,8.5,1003.9,0.0,0,87
2025-04-15,04:00,Hyderabad,31.1,57,8.5,1011.6,0.0,0,83
2025-04-15,05:00,Mumbai,30.8,65,7.6,1013.0,0.0,0,76
2025-04-15,06:00,Delhi,27.7,52,4.2,1017.0,0.0,0,139
2025-04-15,07:00,Bangalore,28.1,57,7.7,1017.2,0.0,2,75
2025-04-15,08:00,Chennai,35.1,58,10.1,1009.5,0.0,3,88
2025-04-15,09:00,Hyderabad,36.1,45,7.0,1013.9,0.0,5,100
2025-04-15,10:00,Mumbai,36.8,74,13.5,1015.6,0.0,6,92
2025-04-15,11:00,Delhi,32.8,35,7.3,1003.9,0.0,8,134
2025-04-15,12:00,Bangalore,32.7,60,8.8,1007.1,0.0,10,81
2025-04-15,13:00,Chennai,35.7,57,13.9,1012.4,0.0,8,80
2025-04-15,14:00,Hyderabad,37.6,51,7.0,1006.5,0.0,7,66
2025-04-15,15:00,Mumbai,32.6,70,10.6,1012.9,0.0,5,93
2025-04-15,16:00,Delhi,29.1,42,7.3,1009.8,0.0,3,143
2025-04-15,17:00,Bangalore,28.3,52,13.9,1013.9,0.0,1,60
2025-04-15,18:00,Chennai,27.8,69,5.3,1015.7,0.0,0,77
2025-04-15,19:00,Hyderabad,29.5,57,7.8,1019.8,0.0,0,94
2025-04-15,20:00,Mumbai,29.0,72,6.2,1010.5,0.0,0,102
2025-04-15,21:00,Delhi,22.3,49,6.9,1011.7,17.2,0,150
2025-04-15,22:00,Bangalore,19.0,67,6.1,1014.9,0.0,0,61
2025-04-15,23:00,Chennai,24.3,72,11.4,1011.2,0.0,0,63
2025-04-16,00:00,Hyderabad,27.1,52,6.1,1017.4,0.0,0,100
2025-04-16,01:00,Mumbai,31.2,74,6.4,1016.3,0.0,0,80
2025-04-16,02:00,Delhi,24.2,47,8.5,1014.2,0.0,0,152
2025-04-16,03:00,Bangalore,23.8,58,8.0,1011.9,0.0,0,62
2025-04-16,04:00,Chennai,33.5,68,4.2,1010.5,0.0,0,71
2025-04-16,05:00,Hyderabad,32.0,52,16.6,1011.1,0.0,0,68
2025-04-16,06:00,Mumbai,32.4,72,1.4,1004.4,0.0,0,86
2025-04-16,07:00,Delhi,30.1,34,4.8,1013.7,0.0,1,158
2025-04-16,08:00,Bangalore,30.2,60,7.7,1011.9,0.0,3,99
2025-04-16,09:00,Chennai,38.1,54,7.8,1008.8,0.0,4,78
2025-04-16,10:00,Hyderabad,37.6,51,8.1,1009.9,0.0,7,88
2025-04-16,11:00,Mumbai,39.3,63,11.8,1014.1,0.0,8,102
2025-04-16,12:00,Delhi,33.3,47,9.0,1007.6,0.0,11,145
2025-04-16,13:00,Bangalore,30.2,56,13.6,1008.1,0.0,8,72
2025-04-16,14:00,Chennai,35.3,63,7.5,1013.0,0.0,6,59
2025-04-16,15:00,Hyderabad,37.1,60,5.4,1008.1,0.0,5,98
2025-04-16,16:00,Mumbai,32.7,55,11.2,1010.6,0.0,3,107
2025-04-16,17:00,Delhi,27.8,50,6.7,1014.8,0.0,1,173
2025-04-16,18:00,Bangalore,25.3,61,13.3,1013.1,0.0,0,94
2025-04-16,19:00,Chennai,28.2,70,4.7,1013.0,0.0,0,89
2025-04-16,20:00,Hyderabad,29.2,50,5.6,1012.5,0.0,0,79
2025-04-16,21:00,Mumbai,26.4,70,6.8,1010.0,0.0,0,76
2025-04-16,22:00,Delhi,20.9,50,3.8,1015.2,0.0,0,132
2025-04-16,23:00,Bangalore,21.2,61,4.0,1016.3,0.0,0,66
2025-04-17,00:00,Chennai,25.6,73,10.2,1011.1,0.0,0,90
2025-04-17,01:00,Hyderabad,28.7,64,13.1,1017.6,0.0,0,98
2025-04-17,02:00,Mumbai,25.8,80,5.3,1011.4,0.0,0,90
2025-04-17,03:00,Delhi,25.4,54,7.5,1021.6,0.0,0,151
2025-04-17,04:00,Bangalore,24.8,66,11.0,1016.0,0.0,0,53
2025-04-17,05:00,Chennai,35.2,58,8.8,1010.2,0.0,0,57
2025-04-17,06:00,Hyderabad,33.4,58,8.3,1010.7,0.0,0,66
2025-04-17,07:00,Mumbai,33.3,74,2.0,1008.1,0.0,1,95
2025-04-17,08:00,Delhi,32.5,41,5.2,1010.5,0.0,4,147
2025-04-17,09:00,Bangalore,30.8,67,7.8,1014.3,0.0,5,88
2025-04-17,10:00,Chennai,33.7,65,5.8,1016.6,0.0,7,84
2025-04-17,11:00,Hyderabad,38.5,44,10.3,1006.3,18.4,9,84
2025-04-17,12:00,Mumbai,38.9,58,1.8,1014.3,0.0,10,96
2025-04-17,13:00,Delhi,33.0,37,8.8,1013.7,0.0,8,166
2025-04-17,14:00,Bangalore,30.3,59,11.1,1014.8,0.0,7,58
2025-04-17,15:00,Chennai,33.3,57,8.1,1013.6,0.0,4,92
2025-04-17,16:00,Hyderabad,36.4,45,5.6,1013.5,0.0,3,92
2025-04-17,17:00,Mumbai,30.0,58,11.3,1015.1,0.0,1,90
2025-04-17,18:00,Delhi,26.9,45,8.5,1012.8,0.0,0,177
2025-04-17,19:00,Bangalore,24.1,61,10.2,1009.9,0.0,0,72
2025-04-17,20:00,Chennai,27.7,71,8.2,1011.3,23.9,0,94
2025-04-17,21:00,Hyderabad,28.3,64,9.3,1013.4,0.0,0,83
2025-04-17,22:00,Mumbai,24.5,72,10.2,1015.3,0.0,0,83
2025-04-17,23:00,Delhi,20.7,53,2.6,1013.1,0.0,0,156
2025-04-18,00:00,Bangalore,22.8,73,6.6,1011.0,0.0,0,75
2025-04-18,01:00,Chennai,27.9,63,10.1,1016.3,0.0,0,76
2025-04-18,02:00,Hyderabad,28.7,62,5.2,1015.5,0.0,0,83
2025-04-18,03:00,Mumbai,27.6,77,6.4,1012.4,0.0,0,80
2025-04-18,04:00,Delhi,26.7,56,7.0,1013.6,0.0,0,137
2025-04-18,05:00,Bangalore,27.6,59,9.2,1012.5,0.0,0,57
2025-04-18,06:00,Chennai,33.7,63,7.8,1010.1,0.0,0,115
2025-04-18,07:00,Hyderabad,35.0,59,3.6,1007.7,0.0,1,76
2025-04-18,08:00,Mumbai,35.8,73,5.4,1007.3,0.0,2,107
2025-04-18,09:00,Delhi,32.5,40,10.8,1010.0,0.0,5,154
2025-04-18,10:00,Bangalore,33.2,54,10.3,1010.4,0.0,7,87
2025-04-18,11:00,Chennai,35.0,59,7.3,1011.6,0.0,8,68
2025-04-18,12:00,Hyderabad,35.3,47,4.5,1012.5,0.0,10,96
2025-04-18,13:00,Mumbai,37.1,66,7.5,1011.5,0.0,8,82
2025-04-18,14:00,Delhi,34.8,40,7.1,1011.0,18.0,6,143
2025-04-18,15:00,Bangalore,30.1,64,1.7,1012.6,0.0,5,69
2025-04-18,16:00,Chennai,33.1,69,10.4,1010.0,0.0,4,77
2025-04-18,17:00,Hyderabad,32.4,55,10.6,1014.9,0.0,0,101
2025-04-18,18:00,Mumbai,30.7,68,6.1,1018.4,0.0,0,101
2025-04-18,19:00,Delhi,24.2,45,4.9,1017.1,0.0,0,166
2025-04-18,20:00,Bangalore,20.7,67,6.4,1010.2,0.0,0,53
2025-04-18,21:00,Chennai,26.4,69,4.1,1013.6,0.0,0,77
2025-04-18,22:00,Hyderabad,28.0,54,11.0,1013.8,0.0,0,57
2025-04-18,23:00,Mumbai,23.5,75,7.5,1013.5,8.8,0,75
2025-04-19,00:00,Delhi,25.9,44,4.8,1015.8,0.0,0,150
2025-04-19,01:00,Bangalore,22.0,59,6.9,1021.7,0.0,0,48
2025-04-19,02:00,Chennai,27.3,76,13.9,1009.0,0.0,0,75
2025-04-19,03:00,Hyderabad,29.3,51,10.8,1014.9,0.0,0,89
2025-04-19,04:00,Mumbai,33.7,71,4.4,1010.2,0.0,0,79
2025-04-19,05:00,Delhi,28.8,53,5.1,1016.9,0.0,0,155
2025-04-19,06:00,Bangalore,27.7,62,7.3,1011.6,0.0,0,83
2025-04-19,07:00,Chennai,33.6,52,6.0,1008.6,0.0,0,59
2025-04-19,08:00,Hyderabad,35.7,52,11.5,1011.4,0.0,3,89
2025-04-19,09:00,Mumbai,35.2,68,4.2,1007.3,0.0,5,116
2025-04-19,10:00,Delhi,32.6,53,8.6,1013.5,0.0,7,168
2025-04-19,11:00,Bangalore,33.3,68,7.5,1010.4,0.0,8,87
2025-04-19,12:00,Chennai,38.9,64,8.8,1010.5,0.0,10,83
2025-04-19,13:00,Hyderabad,37.1,49,8.3,1007.1,0.0,8,79
2025-04-19,14:00,Mumbai,36.8,73,10.5,1012.5,0.0,7,110
2025-04-19,15:00,Delhi,29.9,52,14.6,1011.2,0.0,5,110
2025-04-19,16:00,Bangalore,24.2,59,2.4,1016.5,0.0,4,73
2025-04-19,17:00,Chennai,30.6,64,8.5,1013.6,0.0,1,107
2025-04-19,18:00,Hyderabad,33.6,46,9.2,1010.8,0.0,0,94
2025-04-19,19:00,Mumbai,27.2,73,12.0,1014.5,11.2,0,114
2025-04-19,20:00,Delhi,25.1,53,12.0,1012.7,0.0,0,162
2025-04-19,21:00,Bangalore,23.2,64,9.4,1010.4,0.0,0,49
2025-04-19,22:00,Chennai,29.7,69,4.4,1017.1,0.0,0,64
2025-04-19,23:00,Hyderabad,26.4,55,8.5,1010.6,0.0,0,69
2025-04-20,00:00,Mumbai,28.0,77,10.0,1011.7,0.0,0,108
2025-04-20,01:00,Delhi,21.3,53,11.2,1017.7,0.0,0,185
2025-04-20,02:00,Bangalore,24.9,62,9.9,1009.2,0.0,0,60
2025-04-20,03:00,Chennai,29.9,74,2.9,1018.1,0.0,0,52
2025-04-20,04:00,Hyderabad,30.1,56,5.7,1015.5,0.0,0,77
2025-04-20,05:00,Mumbai,32.9,71,10.5,1016.5,0.0,0,104
2025-04-20,06:00,Delhi,29.9,40,5.5,1009.0,0.0,0,146
2025-04-20,07:00,Bangalore,28.7,60,10.4,1011.0,0.0,1,78
2025-04-20,08:00,Chennai,37.3,59,7.8,1004.3,0.0,4,83
2025-04-20,09:00,Hyderabad,36.7,52,8.1,1010.7,0.0,5,96
2025-04-20,10:00,Mumbai,36.8,71,6.2,1011.3,0.0,7,81
2025-04-20,11:00,Delhi,33.0,49,12.4,1012.3,0.0,9,151
2025-04-20,12:00,Bangalore,31.0,62,9.5,1014.9,0.0,10,55
2025-04-20,13:00,Chennai,33.7,60,12.4,1012.6,0.0,9,58
2025-04-20,14:00,Hyderabad,39.0,52,10.1,1011.1,4.1,7,69
2025-04-20,15:00,Mumbai,33.1,73,4.9,1011.9,0.0,4,71
2025-04-20,16:00,Delhi,27.4,51,12.2,1012.3,0.0,3,148
2025-04-20,17:00,Bangalore,29.8,59,2.4,1015.8,0.0,1,60
2025-04-20,18:00,Chennai,29.6,69,9.4,1009.6,0.0,0,79
2025-04-20,19:00,Hyderabad,30.0,60,3.2,1015.8,0.0,0,87
2025-04-20,20:00,Mumbai,29.1,67,5.9,1006.7,0.0,0,93
2025-04-20,21:00,Delhi,23.5,47,9.9,1013.8,0.0,0,169
2025-04-20,22:00,Bangalore,21.2,62,0.4,1019.1,0.0,0,58
2025-04-20,23:00,Chennai,26.4,71,11.1,1018.4,0.0,0,75
2025-04-21,00:00,Hyderabad,27.5,57,8.8,1015.2,0.0,0,87
2025-04-21,01:00,Mumbai,28.1,73,9.7,1012.2,0.0,0,93
2025-04-21,02:00,Delhi,23.3,56,7.2,1012.8,0.0,0,139
2025-04-21,03:00,Bangalore,21.9,58,2.4,1012.0,0.0,0,62
2025-04-21,04:00,Chennai,32.7,63,7.6,1005.3,0.0,0,75
2025-04-21,05:00,Hyderabad,34.3,52,6.9,1008.0,0.0,0,69
2025-04-21,06:00,Mumbai,33.3,71,8.1,1013.6,0.0,1,88
2025-04-21,07:00,Delhi,31.5,43,7.3,1013.3,0.0,1,159
2025-04-21,08:00,Bangalore,31.4,67,8.8,1010.5,0.0,4,59
2025-04-21,09:00,Chennai,34.9,63,4.6,1014.9,0.0,4,93
2025-04-21,10:00,Hyderabad,39.6,44,7.7,1012.8,0.0,6,81
2025-04-21,11:00,Mumbai,36.9,60,8.9,1004.5,0.0,9,86
2025-04-21,12:00,Delhi,33.0,47,2.2,1013.1,0.0,11,143
2025-04-21,13:00,Bangalore,27.5,61,9.9,1014.5,0.0,9,70
2025-04-21,14:00,Chennai,34.3,69,11.3,1009.6,0.0,8,64
2025-04-21,15:00,Hyderabad,35.3,52,5.2,1015.7,0.0,4,105
2025-04-21,16:00,Mumbai,31.5,66,9.1,1011.0,0.0,3,103
2025-04-21,17:00,Delhi,28.9,45,4.8,1016.8,0.0,1,176
2025-04-21,18:00,Bangalore,26.9,60,15.4,1013.8,0.0,0,75
2025-04-21,19:00,Chennai,32.4,58,9.0,1010.0,0.0,0,83
2025-04-21,20:00,Hyderabad,31.7,59,9.3,1013.5,0.0,0,115
2025-04-21,21:00,Mumbai,29.4,68,11.7,1013.6,0.0,0,110
2025-04-21,22:00,Delhi,25.7,53,1.9,1015.2,0.0,0,154
2025-04-21,23:00,Bangalore,21.4,66,10.2,1014.6,0.0,0,44
2025-04-22,00:00,Chennai,30.3,65,14.3,1007.0,0.0,0,85
2025-04-22,01:00,Hyderabad,28.6,65,5.4,1009.8,0.0,0,62
2025-04-22,02:00,Mumbai,28.1,75,11.7,1013.8,0.0,0,87
2025-04-22,03:00,Delhi,26.5,38,8.9,1012.1,0.0,0,134
2025-04-22,04:00,Bangalore,26.4,59,9.6,1015.4,0.0,0,77
2025-04-22,05:00,Chennai,34.0,60,12.9,1013.3,0.0,0,83
2025-04-22,06:00,Hyderabad,31.9,55,7.6,1015.0,0.0,0,78
2025-04-22,07:00,Mumbai,33.8,69,8.3,1013.0,0.0,1,86
2025-04-22,08:00,Delhi,32.9,36,1.8,1012.6,0.0,3,183
2025-04-22,09:00,Bangalore,31.0,67,12.7,1013.0,0.0,4,112
2025-04-22,10:00,Chennai,39.4,63,6.9,1011.5,0.0,7,101
2025-04-22,11:00,Hyderabad,40.3,50,12.3,1008.4,0.0,8,92
2025-04-22,12:00,Mumbai,34.4,62,12.0,1014.4,0.0,10,85
2025-04-22,13:00,Delhi,31.6,44,9.8,1009.2,0.0,8,147
2025-04-22,14:00,Bangalore,29.8,53,7.4,1015.9,0.0,7,56
2025-04-22,15:00,Chennai,31.7,70,3.4,1012.8,0.0,5,42
2025-04-22,16:00,Hyderabad,34.3,49,8.3,1019.5,0.0,4,86
2025-04-22,17:00,Mumbai,33.5,67,6.5,1010.2,0.0,1,100
2025-04-22,18:00,Delhi,27.3,44,8.1,1017.3,0.0,0,173
2025-04-22,19:00,Bangalore,24.5,71,7.0,1013.4,0.0,0,74
2025-04-22,20:00,Chennai,30.0,62,9.7,1010.3,0.0,0,88
2025-04-22,21:00,Hyderabad,31.8,54,4.6,1010.2,0.0,0,97
2025-04-22,22:00,Mumbai,27.8,84,9.0,1018.2,0.0,0,115
2025-04-22,23:00,Delhi,22.1,44,7.8,1015.4,0.0,0,140
2025-04-23,00:00,Bangalore,19.8,80,10.4,1013.0,0.0,0,55
2025-04-23,01:00,Chennai,25.9,73,6.6,1017.2,0.0,0,71
2025-04-23,02:00,Hyderabad,30.6,48,10.1,1012.7,0.0,0,87
2025-04-23,03:00,Mumbai,28.6,78,4.8,1008.1,0.0,0,92
2025-04-23,04:00,Delhi,25.8,43,7.4,1018.8,0.0,0,156
2025-04-23,05:00,Bangalore,27.9,57,8.2,1018.2,0.0,0,42
2025-04-23,06:00,Chennai,32.8,62,12.4,1012.5,0.0,0,83
2025-04-23,07:00,Hyderabad,38.2,51,6.9,1008.7,0.0,1,81
2025-04-23,08:00,Mumbai,37.5,67,8.2,1009.9,0.0,2,96
2025-04-23,09:00,Delhi,34.6,38,5.9,1014.0,0.0,6,171
2025-04-23,10:00,Bangalore,33.3,55,7.5,1012.3,0.0,7,90
2025-04-23,11:00,Chennai,36.4,60,6.4,1014.5,0.0,9,87
2025-04-23,12:00,Hyderabad,38.9,47,7.9,1013.5,0.0,11,81
2025-04-23,13:00,Mumbai,35.7,63,7.8,1010.0,0.0,9,84
2025-04-23,14:00,Delhi,31.8,38,10.9,1011.5,0.0,6,140
2025-04-23,15:00,Bangalore,28.1,59,8.4,1015.3,0.0,5,65
2025-04-23,16:00,Chennai,31.5,61,10.9,1015.8,0.0,4,80
2025-04-23,17:00,Hyderabad,31.9,41,4.7,1011.7,0.0,1,113
2025-04-23,18:00,Mumbai,33.7,62,5.4,1006.0,0.0,0,110
2025-04-23,19:00,Delhi,27.9,51,7.1,1015.3,0.0,0,155
2025-04-23,20:00,Bangalore,21.4,64,6.6,1016.2,0.0,0,82
2025-04-23,21:00,Chennai,30.5,71,8.5,1009.4,0.0,0,90
2025-04-23,22:00,Hyderabad,28.3,45,9.8,1008.8,10.6,0,82
2025-04-23,23:00,Mumbai,25.3,71,6.4,1018.5,0.0,0,77
2025-04-24,00:00,Delhi,24.6,39,4.2,1015.6,0.0,0,146
2025-04-24,01:00,Bangalore,21.9,69,7.7,1014.7,0.0,0,76
2025-04-24,02:00,Chennai,29.1,64,11.7,1012.5,0.0,0,75
2025-04-24,03:00,Hyderabad,32.7,51,2.3,1007.0,0.0,0,93
2025-04-24,04:00,Mumbai,31.9,66,6.7,1011.7,0.0,0,81
2025-04-24,05:00,Delhi,27.6,40,7.6,1011.9,0.0,0,153
2025-04-24,06:00,Bangalore,29.4,57,9.1,1010.5,0.0,1,44
2025-04-24,07:00,Chennai,32.6,61,5.4,1009.8,0.0,1,85
2025-04-24,08:00,Hyderabad,36.1,46,9.0,1010.0,0.0,3,112
2025-04-24,09:00,Mumbai,35.0,64,10.2,1017.2,0.0,5,83
2025-04-24,10:00,Delhi,35.2,33,5.3,1011.7,0.0,8,162
2025-04-24,11:00,Bangalore,33.9,58,14.1,1013.5,0.0,8,57
2025-04-24,12:00,Chennai,35.2,61,7.4,1014.0,0.0,11,64
2025-04-24,13:00,Hyderabad,36.6,63,4.5,1009.2,0.0,8,56
2025-04-24,14:00,Mumbai,34.9,65,10.3,1011.8,0.0,7,84
2025-04-24,15:00,Delhi,30.5,43,6.6,1012.0,0.0,5,161
2025-04-24,16:00,Bangalore,27.5,64,12.0,1014.4,0.0,3,44
2025-04-24,17:00,Chennai,30.8,69,9.6,1015.1,0.0,1,80
2025-04-24,18:00,Hyderabad,35.3,54,11.3,1006.3,0.0,0,94
2025-04-24,19:00,Mumbai,27.9,73,9.1,1013.3,0.0,0,91
2025-04-24,20:00,Delhi,26.0,43,6.4,1013.1,0.0,0,149
2025-04-24,21:00,Bangalore,20.9,73,7.1,1010.8,0.0,0,74
2025-04-24,22:00,Chennai,24.7,64,7.8,1017.4,0.0,0,74
2025-04-24,23:00,Hyderabad,29.6,53,8.8,1013.8,0.0,0,94
2025-04-25,00:00,Mumbai,28.0,68,10.3,1018.8,0.0,0,86
2025-04-25,01:00,Delhi,23.4,52,6.5,1013.1,0.0,0,152
2025-04-25,02:00,Bangalore,23.7,64,8.4,1018.2,0.0,0,46
2025-04-25,03:00,Chennai,29.8,69,5.1,1015.5,0.0,0,54
2025-04-25,04:00,Hyderabad,33.3,37,5.2,1008.2,0.0,0,71
2025-04-25,05:00,Mumbai,31.4,69,0.4,1015.7,0.0,0,107
2025-04-25,06:00,Delhi,28.8,41,8.8,1012.7,0.0,0,149
2025-04-25,07:00,Bangalore,30.2,58,8.7,1018.2,0.0,2,62
2025-04-25,08:00,Chennai,36.8,56,7.4,1013.9,0.0,3,70
2025-04-25,09:00,Hyderabad,37.8,40,8.5,1012.2,0.0,5,88
2025-04-25,10:00,Mumbai,37.3,66,0.5,1016.2,0.0,7,98
2025-04-25,11:00,Delhi,33.6,45,6.9,1012.1,0.0,8,138
2025-04-25,12:00,Bangalore,28.9,64,13.9,1013.7,0.0,10,67
2025-04-25,13:00,Chennai,36.7,58,8.8,1010.4,0.0,9,77
2025-04-25,14:00,Hyderabad,37.8,47,8.5,1014.6,0.0,7,73
2025-04-25,15:00,Mumbai,35.6,66,12.6,1008.7,0.0,4,86
2025-04-25,16:00,Delhi,32.2,40,10.0,1007.4,0.0,4,151
2025-04-25,17:00,Bangalore,27.9,64,8.7,1011.2,0.0,2,87
2025-04-25,18:00,Chennai,30.5,56,7.7,1019.1,0.0,0,84
2025-04-25,19:00,Hyderabad,32.8,49,7.0,1009.7,0.0,0,111
2025-04-25,20:00,Mumbai,30.0,61,4.5,1013.9,0.0,0,103
2025-04-25,21:00,Delhi,22.3,49,9.5,1014.5,0.0,0,142
2025-04-25,22:00,Bangalore,21.6,67,7.2,1017.8,0.0,0,78
2025-04-25,23:00,Chennai,25.4,67,4.2,1017.7,0.0,0,74
2025-04-26,00:00,Hyderabad,30.4,53,0.7,1008.7,0.0,0,81
2025-04-26,01:00,Mumbai,27.7,69,8.6,1015.1,0.0,0,104
2025-04-26,02:00,Delhi,25.5,50,7.8,1011.6,0.0,0,117
2025-04-26,03:00,Bangalore,25.9,55,14.4,1016.3,0.0,0,86
2025-04-26,04:00,Chennai,32.5,69,5.4,1010.4,0.0,0,54
2025-04-26,05:00,Hyderabad,32.3,50,4.4,1010.1,0.0,0,70
2025-04-26,06:00,Mumbai,34.9,65,1.6,1012.6,0.0,0,113
2025-04-26,07:00,Delhi,29.0,45,5.7,1011.5,21.4,1,153
2025-04-26,08:00,Bangalore,31.6,62,12.0,1011.6,0.0,3,57
2025-04-26,09:00,Chennai,39.4,67,5.3,1013.9,0.0,5,99
2025-04-26,10:00,Hyderabad,38.1,38,10.3,1014.1,0.0,7,79
2025-04-26,11:00,Mumbai,36.9,62,10.1,1012.7,0.0,9,81
2025-04-26,12:00,Delhi,32.4,38,7.9,1007.6,0.0,10,144
2025-04-26,13:00,Bangalore,30.2,52,3.4,1009.5,0.0,9,80
2025-04-26,14:00,Chennai,35.4,62,10.0,1014.1,0.0,8,76
2025-04-26,15:00,Hyderabad,35.1,49,9.3,1006.0,0.0,6,98
2025-04-26,16:00,Mumbai,34.7,71,11.3,1005.4,0.0,3,88
2025-04-26,17:00,Delhi,29.0,56,4.6,1013.5,0.0,1,156
2025-04-26,18:00,Bangalore,28.5,59,5.1,1010.4,0.0,0,86
2025-04-26,19:00,Chennai,31.3,70,3.7,1008.8,0.0,0,64
2025-04-26,20:00,Hyderabad,29.0,58,7.8,1016.9,0.0,0,89
2025-04-26,21:00,Mumbai,27.4,72,9.4,1010.9,0.0,0,73
2025-04-26,22:00,Delhi,23.4,56,10.8,1011.2,0.0,0,152
2025-04-26,23:00,Bangalore,21.9,67,6.9,1017.9,0.0,0,46
2025-04-27,00:00,Chennai,27.1,77,11.5,1010.7,0.0,0,85
2025-04-27,01:00,Hyderabad,27.9,41,5.9,1013.5,0.0,0,81
2025-04-27,02:00,Mumbai,29.6,73,7.0,1012.8,0.0,0,87
2025-04-27,03:00,Delhi,26.8,47,7.9,1014.5,0.0,0,142
2025-04-27,04:00,Bangalore,27.8,58,5.8,1011.0,0.0,0,44
2025-04-27,05:00,Chennai,32.2,73,6.9,1011.1,0.0,0,98
2025-04-27,06:00,Hyderabad,35.0,48,6.5,1012.1,0.0,0,94
2025-04-27,07:00,Mumbai,34.2,61,8.7,1012.7,0.0,1,94
2025-04-27,08:00,Delhi,31.7,50,2.8,1011.4,0.0,3,136
2025-04-27,09:00,Bangalore,33.6,53,11.9,1007.3,0.0,5,70
2025-04-27,10:00,Chennai,38.1,56,1.6,1005.3,0.0,7,84
2025-04-27,11:00,Hyderabad,39.8,53,10.9,1012.5,0.0,9,71
2025-04-27,12:00,Mumbai,39.2,63,8.1,1010.4,23.4,11,75
2025-04-27,13:00,Delhi,33.4,46,8.2,1011.8,0.0,9,156
2025-04-27,14:00,Bangalore,31.2,65,8.4,1017.3,0.0,7,62
2025-04-27,15:00,Chennai,32.7,70,10.5,1016.8,0.0,6,80
2025-04-27,16:00,Hyderabad,33.3,51,10.2,1007.5,0.0,3,74
2025-04-27,17:00,Mumbai,29.1,67,10.6,1010.9,0.0,1,82
